model,rank,split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer
large,4,test,E-r2EDS0uP4,226,M,SLOW,NORTH,29.75,Engineering,Lecture 3 Kinematics of machines,whisper_normalized,Transcript,"F which we have seen, 3 times n minus 1 minus 2 j. So F is 3 into 4 minus 2 into 5, which",f which we have seen 3 times n -one -2 j so f is 3 into 4 -2 into 5 which,"f which we have seen, c times n minus 1 minus 2j. Sorry, this is, I made a mistake here, j2 is 1, but j2 is 2j2. So, this should be counted as 2 into 1, that is 2, and j is 5. So, f is c into 4 minus 2 into 5, which is 2.",f which we have seen c times n -one -2 j sorry this is i made a mistake here j 2 is one but j 2 is 2 j 2 so this should be counted as 2 into one that is 2 and j is 5 so f is c into 4 -2 into 5 which is 2,1.8571
large,5,test,MbKrIieogNc,126,M,AVG,EAST,28.11,Engineering,29 Pneumatic Control Systems - I,whisper_normalized,Transcript,"So, you need only apply pneumatic pressure for moving the valve to the right, for moment to the left is actually achieved by the spring. Similarly, if you connect it to this position, then what happens is that, the pressure gets connected, here and then when this valve is",so you need only apply pneumatic pressure for moving the valve to the right for moment to the left is actually achieved by the spring similarly if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is,"So, you need only apply pneumatic pressure for moving the valve to the right from movement to the left is actually achieved by this spring. Similarly, if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is connected to the spring, the pressure is going to be applied to the right from the left. So, if you connect this spring to the left, then what happens is that the pressure gets connected to the right from the left. So, this is the spring that is connected to the left from the right. So, you need only apply pneumatic pressure to this spring.",so you need only apply pneumatic pressure for moving the valve to the right from movement to the left is actually achieved by this spring similarly if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is connected to the spring the pressure is going to be applied to the right from the left so if you connect this spring to the left then what happens is that the pressure gets connected to the right from the left so this is the spring that is connected to the left from the right so you need only apply pneumatic pressure to this spring,1.3878
large,6,test,aGvMubj8NXk,103,M,SLOW,SOUTH,17.03,Engineering,24 Programmed I/O,whisper_normalized,Transcript,"register; we can use them for different purposes. This is the fundamental, basic requirement. So now, you can see assuming the device has prepared the data and then put in the data",register we can use them for different purposes this is the fundamental basic requirement so now you can see assuming the device has prepared the data and then put in the data,"register we can use for different purpose. Just one for example we are seeing now, this is fundamental basic thing anyway requirement. So now you can see assuming the device has prepared the data and then put in the data either in his hand. So and This is going to show up in like you a few minutes which is really Good tomb. It says from its� So but This 아ской",register we can use for different purpose just one for example we are seeing now this is fundamental basic thing anyway requirement so now you can see assuming the device has prepared the data and then put in the data either in his hand so and this is going to show up in like you a few minutes which is really good tomb it says from its so but this 아скои,1.375
large,7,test,o9ueYSKj9og,219,M,FAST,EAST,16.951,Engineering,of Ideal Gases,whisper_normalized,Transcript,"For example, here, If we see for any component kth component, let us write for kth component that is equal to nk R bar T. If we now substitute R bar T as sigma n like this, that means nk",for example here if we see for any component kth component let us write for kth component that is equal to nk r bar t if we now substitute r bar t as sigma n like this that means nk,example here. Now if you see for any component kth component let us write for kth component that is equal to nk r bar t and if you substitute r bar t as sigma n like this that means nk r bar t is equal to nk r bar t. So if you substitute r bar t as sigma n like this then you will get this. Now if you substitute r bar t as sigma n like this then you will get this. Now if you substitute,example here now if you see for any component kth component let us write for kth component that is equal to nk r bar t and if you substitute r bar t as sigma n like this that means nk r bar t is equal to nk r bar t so if you substitute r bar t as sigma n like this then you will get this now if you substitute r bar t as sigma n like this then you will get this now if you substitute,1.35
large,8,test,kPnr_57oii4,290,M,SLOW,EAST,29.74,Engineering,Other matching networks,whisper_normalized,Transcript,"course assuming that Q is large, so what is this",course assuming that q is large so what is this,"course, assuming that Q is large, assuming that Q is large. So, what is this? So, what is this? So, what is this?",course assuming that q is large assuming that q is large so what is this so what is this so what is this,1.3
large,9,test,9rEn4MNpZS4,211,M,SLOW,EAST,21.67,Engineering,Approximate Methods - II,whisper_normalized,Transcript,"fixed and free ends. So, once again",fixed and free ends so once again,"fixed and the free ends. So, once again do it and then we're done. 1",fixed and the free ends so once again do it and then we are done one,1.2857
large,10,test,4XulH3TfbT0,203,M,SLOW,EAST,52.541,Engineering,Surface Tension Driven Flows (Contd.),whisper_normalized,Transcript,"In short time, s is much much  00:52:22,059 so, 8 pi mu s ds/dt=pi r square H rho g okay. So, s ds/dt=R square H rho g/8 mu.",in short time s is much much 0 52 22059 so 8 pi mu s ds dt pi r square h rho g okay so s ds dt r square h rho g 8 mu,"in short time S is much much less than h. So, short time means S is much much less than h. So, the right hand side is approximately pi r square h rho g. So, 8 pi mu S d S d t is equal to pi r square h rho g. So, S d S d t is equal to r square h rho g by 8 mu.",in short time s is much much less than h so short time means s is much much less than h so the right hand side is approximately pi r square h rho g so 8 pi mu s d s d t is equal to pi r square h rho g so s d s d t is equal to r square h rho g by 8 mu,1.2286
large,11,test,EayOCWaiRkw,277,M,SLOW,SOUTH,27.8,Engineering,Dual Slope ADC and Successor approximation ADC,whisper_normalized,Transcript,"Now, that is voltage in C remains constant because it cannot discharge the assuming the bias current is negligible then the voltage",now that is voltage in c remains constant because it cannot discharge the assuming the bias current is negligible then the voltage,"Now, the voltage that is the voltage on C remains constant voltage in C remains constant voltage in C remains constant because it cannot discharge assuming the bias current is negligible then the voltage in C remains constant. So, this is the voltage that is the voltage",now the voltage that is the voltage on c remains constant voltage in c remains constant voltage in c remains constant because it cannot discharge assuming the bias current is negligible then the voltage in c remains constant so this is the voltage that is the voltage,1.2273
large,12,test,Vpoi5W6a3lo,166,M,FAST,SOUTH,17.64,Non-Engineering,Distributions(contd),whisper_normalized,Transcript,"is when the original distribution is normal like we said this distribution of sample means is also normal. But, we also went through this central limit theorem where we said as long as you are aggregating is sufficiently large number of distributions the resulting distribution starts to look",is when the original distribution is normal like we said this distribution of sample means is also normal but we also went through this central limit theorem where we said as long as you are aggregating is sufficiently large number of distributions the resulting distribution starts to look,rate could be something like well two people arrive per minute okay so that's two and I want to ask the question what is the probability zero people will arrive over the next minute so I'd say on average two people arrive at the bus stop K is that zero right so I'll put substitute K with zero,rate could be something like well 2 people arrive per minute okay so that is 2 and i want to ask the question what is the probability 0 people will arrive over the next minute so i would say on average 2 people arrive at the bus stop k is that 0 right so i will put substitute k with 0,1.2083
large,13,test,vf0S_1ZITuA,203,M,SLOW,EAST,32.75,Engineering,Fundamentals of Discretization: Finite Difference and Finite Volume Method,whisper_normalized,Transcript,"by 2. So, that it becomes 3 and divided by 2 yes. Now, whether it is plus or minus sign",by 2 so that it becomes 3 and divided by 2 yes now whether it is plus or minus sign,"x by, so it is h square by, so it was 3 factorial and that multiplied by 2, so that it becomes 3 and divided by 2. So, this is the",x by so it is h square by so it was 3 factorial and that multiplied by 2 so that it becomes 3 and divided by 2 so this is the,1.2
large,14,test,whCu4Xl3m98,203,M,FAST,EAST,14.58,Engineering,Fluid Kinematics,whisper_normalized,Transcript,"y. So, you can write similarly that dy/ dt is = by, so dy/y is = b dt, again you integrate",y so you can write similarly that dy dt is by so dy y is b dt again you integrate,"y. So, you can write similarly that dy dt is equal to by, so dy by y is equal to b dt again you integrate with. So, you can write that d y by y is equal to b dt.",y so you can write similarly that dy dt is equal to by so dy by y is equal to b dt again you integrate with so you can write that d y by y is equal to b dt,1.0
large,15,test,-2aOCNaOiLs,222,M,SLOW,SOUTH,4.989,Engineering,Conduction- Cylindrical and Spherical geometries,whisper_normalized,Transcript,considered in problem 45.,considered in problem 45,considered in problem forty five. Let us do that.,considered in problem 45 let us do that,1.0
large,16,test,3vVJkvTsbXQ,88,M,SLOW,NORTH,25.36,Engineering,Open MP&PRAM Model of Computation,whisper_normalized,Transcript,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,"I won't say assumption, but it is an abstraction. We will talk about how it affects our analysis. Sir, so as many number of processors as you need which means it is valid for single processor to machine of even millions of processors. Yes. Right. Right. The, so one is the amount of resources, how much memory I have, how much local versus shared.",i will not say assumption but it is an abstraction we will talk about how it affects our analysis sir so as many number of processors as you need which means it is valid for single processor to machine of even 1000000s of processors yes right right the so one is the amount of resources how much memory i have how much local versus shared,1.0
large,17,test,kHeysMOk9h4,82,M,SLOW,NORTH,24.69,Engineering,Parallel Algorithm,whisper_normalized,Transcript,"n cross n, n plus 1 column is nothing but the b has been moved to n plus 1, that is You have A matrix and then you have B vector; instead of putting B here I have put B here",n cross n n +one column is nothing but the b has been moved to n +one that is you have a matrix and then you have b vector instead of putting b here i have put b here,"something in a numerical methods problem generally we work on shared memory model. But people are working nowadays on cluster machines. Now, the next problem is that you have to tell me how I can do it.",something in a numerical methods problem generally we work on shared memory model but people are working nowadays on cluster machines now the next problem is that you have to tell me how i can do it,0.9744
large,18,test,lnD212vbPSk,70,M,FAST,SOUTH,26.769,Engineering,Sludge Treatment(Continued),whisper_normalized,Transcript,We will see the advantages of this sludge draining beds for other dewatering processes. The cost involved is very very low for the sludge draining beds and infrequent attention is required because we can just go and dump the sludge on the sludge draining beds and it will automatically get dried because of evaporation and leaching,we will see the advantages of this sludge draining beds for other dewatering processes the cost involved is very very low for the sludge draining beds and infrequent attention is required because we can just go and dump the sludge on the sludge draining beds and it will automatically get dried because of evaporation and leaching,"much higher compared to the summer and it is a labor intensive sludge process as far as sludge removal is concerned because we are pumping the liquid sludge to the sludge drying buds. Once the sludge is dried, how can we remove it? We have to remove the sludge from the sludge drying bud manually. So, it is a labor intensive process. And",much higher compared to the summer and it is a labor intensive sludge process as far as sludge removal is concerned because we are pumping the liquid sludge to the sludge drying buds once the sludge is dried how can we remove it we have to remove the sludge from the sludge drying bud manually so it is a labor intensive process and,0.9643
large,19,test,qx86xQ6UKmU,70,M,FAST,SOUTH,15.29,Engineering,Adsorption,whisper_normalized,Transcript,of the same charge into the solution in a chemically equivalent amount. Once again I will explain. Ion exchange is defined as the process where an insoluble substance removes ions of positive or negative charge from an electrolytic solution and releases other ions of the same charge,of the same charge into the solution in a chemically equivalent amount once again i will explain ion exchange is defined as the process where an insoluble substance removes ions of positive or negative charge from an electrolytic solution and releases other ions of the same charge,"by what is the concentration of Bn plus in the solution. So, Rn minus Bn plus resin means activity of Bn plus in the resin and Bn plus 1s means activity of Bn plus in the solution.",by what is the concentration of bn plus in the solution so rn minus bn plus resin means activity of bn plus in the resin and bn plus ones means activity of bn plus in the solution,0.9362
large,20,test,qBw8ZQrJeys,292,M,SLOW,SOUTH,7.01,Engineering,Level Testing,whisper_normalized,Transcript,"that is also saw it as an input may not be a functional requirements this is a dependent in the message, okay. So next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode.",that is also saw it as an input may not be a functional requirements this is a dependent in the message okay so next for is performance requirements let try to understand what performance that ports the entire process of booting up till operational mode,This we will continue in the next.,this we will continue in the next,0.9111
