model,rank,split,ID,Speaker_ID,Gender,Speech_Class,Native_Region,Speech_Duration_seconds,Discipline_Group,Topic,mode,reference_source,reference_raw,reference,hypothesis_raw,hypothesis,wer
large,2,test,AfQRHoPr2Fs,183,M,FAST,SOUTH,25.97,Non-Engineering,Gluing (n+1) copies of Affine n-Space to Produce Projective n-space in Topology,raw,Transcript,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok. So suppose you take a suppose we take a point lambda knot lambda N in projective space and,the homogeneity property it can be defined in more than one way and to explain that lets look at an example ok. So suppose you take a suppose we take a point lambda knot lambda N in projective space and,the homogeneity property it can be defined in more than one way and to explain that let us look at an example okay. So suppose you take suppose we take a point lambda not lambda n in projective space and say we take R R plus H is the time that the American library determines the hvor Foot c hat is the volume of the mostrar I put it this way and the last one there 밀ống步 we gentlemen we conclude that equation to the expression of the Brownian rhoision within the calm Stew wobble. I want to say something at least.漏 so to speak. Let's. Care should mean that I always do something I always would. Again I am doch да.,the homogeneity property it can be defined in more than one way and to explain that let us look at an example okay. So suppose you take suppose we take a point lambda not lambda n in projective space and say we take R R plus H is the time that the American library determines the hvor Foot c hat is the volume of the mostrar I put it this way and the last one there 밀ống步 we gentlemen we conclude that equation to the expression of the Brownian rhoision within the calm Stew wobble. I want to say something at least.漏 so to speak. Let's. Care should mean that I always do something I always would. Again I am doch да.,2.2
large,3,test,LVGVc3ryNkI,46,F,SLOW,NORTH,24.0,Non-Engineering,Advance Analytical Course,raw,Transcript,"extraction (USLE), and enzymatic hydrolysis. So, now, you see that, from the classical methods of just simple digestion, or simply wet oxidation and ashing, now, 5 new or 6 new sample preparation methods have come up in the recent trend; microwave acid","extraction (USLE), and enzymatic hydrolysis. So, now, you see that, from the classical methods of just simple digestion, or simply wet oxidation and ashing, now, 5 new or 6 new sample preparation methods have come up in the recent trend; microwave acid","USLE and enzymatic hydrolysis. So, now you see that from the classical methods of just simple digestion or simply wet oxidation and ashing, now 5 new or 6 new sample preparation methods have come up in the recent trend. Okay? And so now these you picked. Adrian, would you like to share some examples of- Yes, of course. It's just that we were putting 국� kosten вы voulez market you And you're, you're not using the emerging reading brand right now, to keep track of Electrophages? Yeah. Oh, no. Yeah. I'm sorry. Thank you. …äre, are these weak and hard-possessing. What? Are these also not ready- tus les? Yeah. Equally it's helpful. Oh, continue. All right. Alright. Do you need to那.","USLE and enzymatic hydrolysis. So, now you see that from the classical methods of just simple digestion or simply wet oxidation and ashing, now 5 new or 6 new sample preparation methods have come up in the recent trend. Okay? And so now these you picked. Adrian, would you like to share some examples of- Yes, of course. It's just that we were putting 국� kosten вы voulez market you And you're, you're not using the emerging reading brand right now, to keep track of Electrophages? Yeah. Oh, no. Yeah. I'm sorry. Thank you. …äre, are these weak and hard-possessing. What? Are these also not ready- tus les? Yeah. Equally it's helpful. Oh, continue. All right. Alright. Do you need to那.",2.119
large,4,test,4XulH3TfbT0,203,M,SLOW,EAST,52.541,Engineering,Surface Tension Driven Flows (Contd.),raw,Transcript,"In short time, s is much much  00:52:22,059 so, 8 pi mu s ds/dt=pi r square H rho g okay. So, s ds/dt=R square H rho g/8 mu.","In short time, s is much much  00:52:22,059 so, 8 pi mu s ds/dt=pi r square H rho g okay. So, s ds/dt=R square H rho g/8 mu.","in short time S is much much less than h. So, short time means S is much much less than h. So, the right hand side is approximately pi r square h rho g. So, 8 pi mu S d S d t is equal to pi r square h rho g. So, S d S d t is equal to r square h rho g by 8 mu.","in short time S is much much less than h. So, short time means S is much much less than h. So, the right hand side is approximately pi r square h rho g. So, 8 pi mu S d S d t is equal to pi r square h rho g. So, S d S d t is equal to r square h rho g by 8 mu.",2.0
large,5,test,kPnr_57oii4,290,M,SLOW,EAST,29.74,Engineering,Other matching networks,raw,Transcript,"course assuming that Q is large, so what is this","course assuming that Q is large, so what is this","course, assuming that Q is large, assuming that Q is large. So, what is this? So, what is this? So, what is this?","course, assuming that Q is large, assuming that Q is large. So, what is this? So, what is this? So, what is this?",1.6
large,6,test,E-r2EDS0uP4,226,M,SLOW,NORTH,29.75,Engineering,Lecture 3 Kinematics of machines,raw,Transcript,"F which we have seen, 3 times n minus 1 minus 2 j. So F is 3 into 4 minus 2 into 5, which","F which we have seen, 3 times n minus 1 minus 2 j. So F is 3 into 4 minus 2 into 5, which","f which we have seen, c times n minus 1 minus 2j. Sorry, this is, I made a mistake here, j2 is 1, but j2 is 2j2. So, this should be counted as 2 into 1, that is 2, and j is 5. So, f is c into 4 minus 2 into 5, which is 2.","f which we have seen, c times n minus 1 minus 2j. Sorry, this is, I made a mistake here, j2 is 1, but j2 is 2j2. So, this should be counted as 2 into 1, that is 2, and j is 5. So, f is c into 4 minus 2 into 5, which is 2.",1.5833
large,7,test,o9ueYSKj9og,219,M,FAST,EAST,16.951,Engineering,of Ideal Gases,raw,Transcript,"For example, here, If we see for any component kth component, let us write for kth component that is equal to nk R bar T. If we now substitute R bar T as sigma n like this, that means nk","For example, here, If we see for any component kth component, let us write for kth component that is equal to nk R bar T. If we now substitute R bar T as sigma n like this, that means nk",example here. Now if you see for any component kth component let us write for kth component that is equal to nk r bar t and if you substitute r bar t as sigma n like this that means nk r bar t is equal to nk r bar t. So if you substitute r bar t as sigma n like this then you will get this. Now if you substitute r bar t as sigma n like this then you will get this. Now if you substitute,example here. Now if you see for any component kth component let us write for kth component that is equal to nk r bar t and if you substitute r bar t as sigma n like this that means nk r bar t is equal to nk r bar t. So if you substitute r bar t as sigma n like this then you will get this. Now if you substitute r bar t as sigma n like this then you will get this. Now if you substitute,1.55
large,8,test,-2aOCNaOiLs,222,M,SLOW,SOUTH,4.989,Engineering,Conduction- Cylindrical and Spherical geometries,raw,Transcript,considered in problem 45.,considered in problem 45.,considered in problem forty five. Let us do that.,considered in problem forty five. Let us do that.,1.5
large,9,test,aGvMubj8NXk,103,M,SLOW,SOUTH,17.03,Engineering,24 Programmed I/O,raw,Transcript,"register; we can use them for different purposes. This is the fundamental, basic requirement. So now, you can see assuming the device has prepared the data and then put in the data","register; we can use them for different purposes. This is the fundamental, basic requirement. So now, you can see assuming the device has prepared the data and then put in the data","register we can use for different purpose. Just one for example we are seeing now, this is fundamental basic thing anyway requirement. So now you can see assuming the device has prepared the data and then put in the data either in his hand. So and This is going to show up in like you a few minutes which is really Good tomb. It says from its� So but This 아ской","register we can use for different purpose. Just one for example we are seeing now, this is fundamental basic thing anyway requirement. So now you can see assuming the device has prepared the data and then put in the data either in his hand. So and This is going to show up in like you a few minutes which is really Good tomb. It says from its� So but This 아ской",1.5
large,10,test,MbKrIieogNc,126,M,AVG,EAST,28.11,Engineering,29 Pneumatic Control Systems - I,raw,Transcript,"So, you need only apply pneumatic pressure for moving the valve to the right, for moment to the left is actually achieved by the spring. Similarly, if you connect it to this position, then what happens is that, the pressure gets connected, here and then when this valve is","So, you need only apply pneumatic pressure for moving the valve to the right, for moment to the left is actually achieved by the spring. Similarly, if you connect it to this position, then what happens is that, the pressure gets connected, here and then when this valve is","So, you need only apply pneumatic pressure for moving the valve to the right from movement to the left is actually achieved by this spring. Similarly, if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is connected to the spring, the pressure is going to be applied to the right from the left. So, if you connect this spring to the left, then what happens is that the pressure gets connected to the right from the left. So, this is the spring that is connected to the left from the right. So, you need only apply pneumatic pressure to this spring.","So, you need only apply pneumatic pressure for moving the valve to the right from movement to the left is actually achieved by this spring. Similarly, if you connect it to this position then what happens is that the pressure gets connected here and then when this valve is connected to the spring, the pressure is going to be applied to the right from the left. So, if you connect this spring to the left, then what happens is that the pressure gets connected to the right from the left. So, this is the spring that is connected to the left from the right. So, you need only apply pneumatic pressure to this spring.",1.4694
large,11,test,vf0S_1ZITuA,203,M,SLOW,EAST,32.75,Engineering,Fundamentals of Discretization: Finite Difference and Finite Volume Method,raw,Transcript,"by 2. So, that it becomes 3 and divided by 2 yes. Now, whether it is plus or minus sign","by 2. So, that it becomes 3 and divided by 2 yes. Now, whether it is plus or minus sign","x by, so it is h square by, so it was 3 factorial and that multiplied by 2, so that it becomes 3 and divided by 2. So, this is the","x by, so it is h square by, so it was 3 factorial and that multiplied by 2, so that it becomes 3 and divided by 2. So, this is the",1.35
large,12,test,U6xmF1EqMEM,178,M,SLOW,EAST,30.0,Non-Engineering,Laws of Probability,raw,Transcript,should be= probability of ai*probability of aj* probability of ak i j k must != and so on probability of intersection ai i=1 to n must be= the product of all the probabilities basically these are 2 to the power n-n-1 conditions,should be= probability of ai*probability of aj* probability of ak i j k must != and so on probability of intersection ai i=1 to n must be= the product of all the probabilities basically these are 2 to the power n-n-1 conditions,"that should be equal to probability of A i into probability of A j into probability of A k i j k must not be equal and so on. Probability of intersection A i i is equal to 1 to n must be equal to the product of all the probabilities. Basically these are 2 to the power n minus n minus 1 conditions. So, this is the probability of A j into probability of A k. So, this is","that should be equal to probability of A i into probability of A j into probability of A k i j k must not be equal and so on. Probability of intersection A i i is equal to 1 to n must be equal to the product of all the probabilities. Basically these are 2 to the power n minus n minus 1 conditions. So, this is the probability of A j into probability of A k. So, this is",1.2381
large,13,test,EayOCWaiRkw,277,M,SLOW,SOUTH,27.8,Engineering,Dual Slope ADC and Successor approximation ADC,raw,Transcript,"Now, that is voltage in C remains constant because it cannot discharge the assuming the bias current is negligible then the voltage","Now, that is voltage in C remains constant because it cannot discharge the assuming the bias current is negligible then the voltage","Now, the voltage that is the voltage on C remains constant voltage in C remains constant voltage in C remains constant because it cannot discharge assuming the bias current is negligible then the voltage in C remains constant. So, this is the voltage that is the voltage","Now, the voltage that is the voltage on C remains constant voltage in C remains constant voltage in C remains constant because it cannot discharge assuming the bias current is negligible then the voltage in C remains constant. So, this is the voltage that is the voltage",1.2273
large,14,test,3vVJkvTsbXQ,88,M,SLOW,NORTH,25.36,Engineering,Open MP&PRAM Model of Computation,raw,Transcript,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,not say assumption but it is an abstraction will talk about how it affect our analysis yes we one is the amount of resource how much memory i have how much local versus or shared,"I won't say assumption, but it is an abstraction. We will talk about how it affects our analysis. Sir, so as many number of processors as you need which means it is valid for single processor to machine of even millions of processors. Yes. Right. Right. The, so one is the amount of resources, how much memory I have, how much local versus shared.","I won't say assumption, but it is an abstraction. We will talk about how it affects our analysis. Sir, so as many number of processors as you need which means it is valid for single processor to machine of even millions of processors. Yes. Right. Right. The, so one is the amount of resources, how much memory I have, how much local versus shared.",1.2
large,15,test,Vpoi5W6a3lo,166,M,FAST,SOUTH,17.64,Non-Engineering,Distributions(contd),raw,Transcript,"is when the original distribution is normal like we said this distribution of sample means is also normal. But, we also went through this central limit theorem where we said as long as you are aggregating is sufficiently large number of distributions the resulting distribution starts to look","is when the original distribution is normal like we said this distribution of sample means is also normal. But, we also went through this central limit theorem where we said as long as you are aggregating is sufficiently large number of distributions the resulting distribution starts to look",rate could be something like well two people arrive per minute okay so that's two and I want to ask the question what is the probability zero people will arrive over the next minute so I'd say on average two people arrive at the bus stop K is that zero right so I'll put substitute K with zero,rate could be something like well two people arrive per minute okay so that's two and I want to ask the question what is the probability zero people will arrive over the next minute so I'd say on average two people arrive at the bus stop K is that zero right so I'll put substitute K with zero,1.1875
large,16,test,9rEn4MNpZS4,211,M,SLOW,EAST,21.67,Engineering,Approximate Methods - II,raw,Transcript,"fixed and free ends. So, once again","fixed and free ends. So, once again","fixed and the free ends. So, once again do it and then we're done. 1","fixed and the free ends. So, once again do it and then we're done. 1",1.1429
large,17,test,whCu4Xl3m98,203,M,FAST,EAST,14.58,Engineering,Fluid Kinematics,raw,Transcript,"y. So, you can write similarly that dy/ dt is = by, so dy/y is = b dt, again you integrate","y. So, you can write similarly that dy/ dt is = by, so dy/y is = b dt, again you integrate","y. So, you can write similarly that dy dt is equal to by, so dy by y is equal to b dt again you integrate with. So, you can write that d y by y is equal to b dt.","y. So, you can write similarly that dy dt is equal to by, so dy by y is equal to b dt again you integrate with. So, you can write that d y by y is equal to b dt.",1.1429
large,18,test,BAJPvN2WBIA,203,M,FAST,EAST,26.891,Engineering,Microfluidics: Some More Application Examples,raw,Transcript,"What we did is we scratch the paper, you can see this black region we scratch the paper with HB pencil just HB pencil, and the graphite in the pencil help to act make this scratch locations act as electrodes. So this device is made just by a simple paper with a simple printer used to sort of print","What we did is we scratch the paper, you can see this black region we scratch the paper with HB pencil just HB pencil, and the graphite in the pencil help to act make this scratch locations act as electrodes. So this device is made just by a simple paper with a simple printer used to sort of print","What we did is we scratch the paper you can see this black region we scratch the paper with HB pencil just HB pencil, and the graphite in the pencil help to act make this scratch locations act as electrodes. So this device is made just by a simple paper with a simple printer used to sort of print good, and also a very Betsy printed product. . And if you use it like this you can also use it with Africaго! So no problem really paper for you, it's just not always good. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . out!","What we did is we scratch the paper you can see this black region we scratch the paper with HB pencil just HB pencil, and the graphite in the pencil help to act make this scratch locations act as electrodes. So this device is made just by a simple paper with a simple printer used to sort of print good, and also a very Betsy printed product. . And if you use it like this you can also use it with Africaго! So no problem really paper for you, it's just not always good. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . out!",1.1356
large,19,test,RZQTTfU9TNA,284,M,FAST,SOUTH,29.08,Engineering,Encoders and Decoders,raw,Transcript,"normally, this is a practical 3 to 8 decoder, I can give you the IC number if you want to this is 74138, it is not necessary to remember numbers. In fact I am not even sure it’s 128 or 138 but I think it’s 138.","normally, this is a practical 3 to 8 decoder, I can give you the IC number if you want to this is 74138, it is not necessary to remember numbers. In fact I am not even sure it’s 128 or 138 but I think it’s 138.",This is a practical 3 2 8 decoder actually I can give you the IC number if you want to it is 74138 does not matter do not have to remember numbers I do not remember numbers I will always book up book up in fact I am not even sure if it is 128 or 138 I think it is 138 if somebody has a book you can have a quick look at it anyway. el,This is a practical 3 2 8 decoder actually I can give you the IC number if you want to it is 74138 does not matter do not have to remember numbers I do not remember numbers I will always book up book up in fact I am not even sure if it is 128 or 138 I think it is 138 if somebody has a book you can have a quick look at it anyway. el,1.0435
large,20,test,lnD212vbPSk,70,M,FAST,SOUTH,26.769,Engineering,Sludge Treatment(Continued),raw,Transcript,We will see the advantages of this sludge draining beds for other dewatering processes. The cost involved is very very low for the sludge draining beds and infrequent attention is required because we can just go and dump the sludge on the sludge draining beds and it will automatically get dried because of evaporation and leaching,We will see the advantages of this sludge draining beds for other dewatering processes. The cost involved is very very low for the sludge draining beds and infrequent attention is required because we can just go and dump the sludge on the sludge draining beds and it will automatically get dried because of evaporation and leaching,"much higher compared to the summer and it is a labor intensive sludge process as far as sludge removal is concerned because we are pumping the liquid sludge to the sludge drying buds. Once the sludge is dried, how can we remove it? We have to remove the sludge from the sludge drying bud manually. So, it is a labor intensive process. And","much higher compared to the summer and it is a labor intensive sludge process as far as sludge removal is concerned because we are pumping the liquid sludge to the sludge drying buds. Once the sludge is dried, how can we remove it? We have to remove the sludge from the sludge drying bud manually. So, it is a labor intensive process. And",0.9821
